content,score,label
sangat bagus untuk mendengarkan musik🥰🤗🤗,5,positif
good,5,positif
sangat nyaman memakai aplikasi ini!★★★★★,5,positif
"iklan nya berisik, mana 3 lagi sekarang",3,netral
too much ads,1,negatif
seruuu bngttt,5,positif
bagus aplikasi nya lengkap lagunya mateppp,5,positif
kebanyakan iklan,1,negatif
saya suka karna lagu lagu nya lengkap,5,positif
ok,5,positif
"ini saya kecewa sekali sih, karena beberapa kali aplikasi ini dia coba untuk double purchase untuk akun dan paket yang sama. kurang rekomendasi untuk langganan berbayarnya ya, apabila terjadi kesalahan server paket mu juga tidak aktif walaupun sudah bayar. kalau user tidak hati2 nanti bisa jadi double purchase untuk langganannya. untuk penanganan keluhan juga cendrung lama apalagi untuk masalah pembayaran.",2,negatif
bagussss,5,positif
musik selalu membangkitkan jiwaku yang tidur terimakasih spotify,5,positif
bagus buat main ff atau Roblox,5,positif
bagus siii TPI bayk iklan ny gimana yaaaaaaaaa supaya tidak qd iklan ny,5,positif
Gak ada yg bisa ngalahin lagunya ❤️,5,positif
bagus,5,positif
enak sih bintang 4,4,positif
bagus,5,positif
banyak iklan,2,negatif
baik bagus keren,5,positif
mantap,5,positif
sukses,5,positif
"udah ada iklan gapapa, lah sekarang kok harus premium kalo ngga premium ga bisa dengerin musik",1,negatif
bagus aplikasinya,5,positif
mantap mudah lancar,4,positif
bagus,4,positif
"dengerin spotify udah cukup lama, keren sih spotify. walaupun banyak iklan tapi i like i like 💕",5,positif
bagus,5,positif
aplikasi yang paling bagus,5,positif
bagus polll lah pokoknya!!!♡,5,positif
sering dipakai,5,positif
bagus,4,positif
ok,5,positif
"harga premium kemahalan, iklannya juga kebanyakan, ga cocok kalo sekedar buat stel musik sama liat lirik tapi iklannya kemahalan, keunggulannya juga ga seberapa kok, paling cuma bisa playlist chatan dll doang",2,negatif
enak lagu nya,5,positif
lumayan lh,2,negatif
mantap,5,positif
best,5,positif
sangat responsif,5,positif
kebanyakan iklan. iklanya itu² terus,1,negatif
"buat pilih lagu ada batasnya, udah gitu pas geser geser lagu juga ada batasnya hadehh, makin lama makin anehh udah mana setiap iklan lebih dari 2",1,negatif
iklanya makin gk jelas,1,negatif
"lagune bagus"" dan juga bisa sambil wa nan mantap",5,positif
aplikasi kikir baru ganti 3x lagu nya udah di suruh bayar apalagi iklan nya banyak bngt jadi gak menikmati dan gak enak di denger balikin yang dulu iklan 1 bisa gonta ganti lagu sebanyak banyak nya,2,negatif
bagus,5,positif
"kikir sekali, mau dengerin lagu sesuai pilihan aja di Batasin, Premium mahal juga. mendingan disuruh nonton 10 iklan terus dikasih buat dengerin lagu bebas 24 jam, kalau masa waktu sudah habis baru nonton iklan lagi😑😑",3,netral
good,5,positif
mudah dan keren,5,positif
mantap,5,positif
"aplikasi ter kikir tahun ini😹 kalo semuanya berbayar kenapa ga ubah aplikasi ini jadi berbayar, aku yg pengguna gratisan dibikin tidak nyaman sama iklan nya, wkwk kikir poll",1,negatif
"ni aplikasi baguss sebenarnya tapi gunanya iklan apaan siii buang"" waktu Bangettt, pliss lahh kurangin iklan sama durasi nyaaa",1,negatif
nyaman cari lagu,5,positif
bagus sih tapi lagi dengerin lagu tiba tiba iklan,4,positif
kikir,1,negatif
baik,4,positif
cukup bagus,5,positif
teman gabut,5,positif
banyak lagu dan seru,5,positif
"lagunya enak di denger apalalagi pas main game, download Spotify pasti lebih asik",4,positif
gass premium wkwk,1,negatif
mantap,5,positif
"bagus, cuma bnyk iklan nya",3,netral
"ini bagus banget, ada playlist, podcast, dll. tapi kurangin iklannya lah, soal nya ga enak bgt.",4,positif
ok,5,positif
banyak na iklan ang ma miang,1,negatif
Teman disaat segala..,5,positif
good,5,positif
apk ini sangat berguna,5,positif
saya sie yes,5,positif
enak dan full lirik,3,netral
"BOIKOT, UNINSTAL AJA WOI.",1,negatif
senang,5,positif
ma af iklannya apus dong,5,positif
Disarankan untuk menggunakan headphone soundcore q11i atau JBL tune 720bt di aplikasi Spotify karena sangat cocok dan nyaman untuk penggunaan sesi panjang.,5,positif
menarik,5,positif
"fakta,ini bukan aplikasi musik tapi aplikasi dengerin iklan.sampah bener anj",1,negatif
iklannya terlalu banyak,2,negatif
terlalu banyak iklan,1,negatif
mantap,5,positif
bagus,5,positif
bagus,5,positif
apk yg sempurna tapih iklan nya 4 biji oiiii😭😭 untung udah premium,5,positif
iklannya banya bgtttt jirrr,1,negatif
fitur-fiturnya banyak dan seru tambah seru kalau premium sie :),5,positif
"apalah harus premium mana 79 dari dulu ngga pernah gini hadeh makin ngga enak aj ni apk, ngga mikir",1,negatif
hiburan ysng sangat menghibur,5,positif
terlalu bnyak iklan & mengganggu saya kasi bintang 1. trims,1,negatif
𝙗𝙖𝙜𝙪𝙨𝙨,5,positif
kasih fitur komentar plss,4,positif
"semuanya ok bagus, tapi IKLANNYAA ganggu.",2,negatif
udalah premium makin mahal terus iklan jadi makin banyak. ga rekomen download mending hapus cari yg lain ga kaya gini,1,negatif
siapa yang ngide habis satu musik iklannya bejibun,1,negatif
apalah iklan sampe 4× kikir banget ga sihh apa mau haji ya?,2,negatif
lagu nya bagus,5,positif
😴,5,positif
mantap tapi ke Napa harus bayar sihh,5,positif
good,5,positif
sangat baguss,5,positif
iklan kebanyakn,1,negatif
"banyak iklan udah gitu ga bisa milih lagi kalo udah keseringan milih, harus premium dulu, malah iklan bisa sampai 4-6x setiap abis 1 lagi👎👎",1,negatif
Bagus sih Setiap malam selalu dengar lagu di Spotify tapi banyak iklan nya dikit² iklan males jadinya cuk🙄,4,positif
jd pelit nga kaya dulu,1,negatif
apk nya asik nga nge bosen nin apa lagi kalo premium,5,positif
ok,5,positif
"kikirrrrrrr, iklan sampe 5 muak gw setiap lewat 4-5 lagu iklan"" terus, kalo lewat 10-15 lagu terus iklan sampe 5 oke lah, gw tau harus premium cuman kalo pake jarang terus upgrade kan sayang, ayolah jangan terlalu pelit",1,negatif
kurangi iklan nya,5,positif
enak di dengar lagu nya enak apa lagi kalo udah premium beh enak banget,5,positif
gacorrr 🔥🔥💯,5,positif
kebanyakkan iklan,1,negatif
"udah premium tapi aplikasi nya suka tiba tiba mati sendiri, udah di reset ulang tetep aja kaya gitu. mengganggu mood aja.",1,negatif
kebanyakan iklan,2,negatif
Butut,1,negatif
kikir,1,negatif
sangat baguus,5,positif
lumayan buat main ff biar jago,5,positif
harus bgt semuanya pake premium?,1,negatif
oke,5,positif
menyenangkan,5,positif
iklannya banyak banget aku kalau denger lagu selesai 1 eh iklan lagi iklan nya kadang-kadang 3.2.1 kurangin iklan nya dong.aku kasih bintang 2 soalnya kebanyakan iklan,2,negatif
Bagus banget Tapi tiba tiba Malah Langsung ke terakhir wkwk Tapi gpp,5,positif
mantaf 👍👍👍,5,positif
seru bgt bisa hilangin stres,5,positif
Kok nggak bisa di tabA16,4,positif
terbaik,5,positif
lagu nya lengkap walau pun ad iklan sdikit,5,positif
Apk ga guna,1,negatif
"apa apa premium, iklan 4 biji, KIKIR",1,negatif
apk ini kenapa saya sudah tak bisa mendengar kan lagu dan harus premium dasar apk kikir,2,negatif
lagu yang Kusuka ada semua,5,positif
"ga suka banget ihh sekarang jadi apk kikir njirr, masa tiap nge klik lagu random malah disuruh bayar premium, mana iklannya sekarang jadi ada 3, kek mana woyy laa!!",1,negatif
"bagus,cuma banyak iklan",5,positif
"IKLAN KELAMAAN, DULU 1 IKLAN SEKARANG SAMPAI 5 IKLANZ👍👍🥰",1,negatif
bagus,5,positif
aplikasi kikir tidak rekomen untuk yang tidak mempunyai uang,1,negatif
Bagus,5,positif
"bagus apk nya, tapi dipaksa premium. jadi gak asik. mau pencet lagu yang kita suka tapi malah disuruh premium and lagunya malah di putar secara acak gak bisa yang kita mau.",2,negatif
bagus banget,5,positif
iklan lu kebelet haji,1,negatif
lagunya lengkap seseru itu😍🤩setiap kerjain soal pasti putar lagu di spotify😍🤭,5,positif
bagus,5,positif
bisa kembali di aplikasi,5,positif
bagus banget aplikasi nya jujur sukaa ✌🏻 karna pas main game bisa denger lagu yg ku suka dan diperjalanan atau naik mobil suka pke aplikasi ini👍🏻,5,positif
bagus,5,positif
seru aja,5,positif
Liriknya hilang ga bisa di load.. padahal sebelumnya bisa.. kukasih bintang 1 dlu.. lirik kemarin udh balik tp sekarang malah makin buruk.. masa iya skip lagu cmn 6x per jam apaan coba.. mana harga premium mahal lg cmn buat keunggulan yg kecil.. parah,1,negatif
respect Spotify 👍,5,positif
andai gk bayar,2,negatif
agak gk suka karena aku cari lagu tapi lagu nya salah pokok nya gk suka,2,negatif
"no komen,mantap",5,positif
ini sih temen aku 48 jam sih,5,positif
"kualitas suara lagu bagus, & suara jernih",5,positif
can't play in background app,1,negatif
bagus bagus aja sih menurutku,5,positif
lain kali jangan kasih banyak iklan,5,positif
KLO lagi kerja jadi nya asik bgt seru bgt dah itu aj,5,positif
ok,5,positif
"seru banget lagu lagunya apalagi kalau dipake sambil main game, kalau aku pake ini biasanya di mobile legends langsung jadì asik banget mainnya, tapi aku gatau cara atur atur lagunya jadi kalau aku milih lagu romantis gitu malah jadi lagu sad",4,positif
aku klo lgi galau ke sini dn bisa buat tidur,5,positif
bagus,5,positif
i like song,5,positif
MAU HAJI FURODA LU? 1-3 LAGU YG NOTABENE NYA CUMA 1-4MENIT IKLANNNYA 3-4,1,negatif
iklan nya jan banyak² ya,5,positif
"udahlah, pasrah aja sama Spotify sekarang. mending kalian ganti ke aplikasi lain daripada Spotify. udah mah berdamai sama iklan banyak, sekarang gak bisa pilih lagu sesuka hati lagi. saranku ya, kalian pakai aplikasi lain aja, Spotify udah nggak rekomen banget. nggak akan enjoy kalian",1,negatif
😊,5,positif
bagus banyak lagu,5,positif
Bagus dan jernih suaranya.,5,positif
rata rata iklan di spotfy pada cerewet,5,positif
"bagus, cuma iklannya di kurangin dong, minim 2 iklan aja",4,positif
bagus banget walau banyak iklan pkoknya mantap 🫪,5,positif
"ini gimana si update nya semuanya di batesin mentang mentang gk premium gk boleh ganti lagu bahkan sekarang skip lagu doang bates nya cuma 6kali sehari, kikir lu ah mbud",2,negatif
lagunya komplit. lengkap. apa yg kita cari tersedi,5,positif
bagus banget sumpah malah kalau ada nyanyian itu ada liriknya,5,positif
best sangat,5,positif
"keluar keluaran anjir dr apk, uda gt banyak bgt bgt bgt iklan faghh, iya gua tau harus premium, tp ini keluar keluar mulu setiap denger lagu. gajelas",1,negatif
KEBANYAKAN IKLAN PADAHAL DULU IKLAN CUMAN 1 ATAU 2 SEKARANG 5 TOLONG YA DIKURANGIN MANA GABISA PILIH LAGU LAGI,1,negatif
ok juga sporty,5,positif
enak sih tapii lagu nya ga bisa di ulang ulang tapi aku masi reting 5 bintang,5,positif
"Gak suka, tiap ganti pilih musik kena limit, apa apa harus premium, pas lagi enak denger malah berhenti musik nya",1,negatif
saya menikmati app ini bagus,5,positif
bagus,4,positif
"ga jelas, tiba tiba kalau mau milih lagu yang kami mau malah di suruh bayar atau premium dulu baru bisa buka lagu yg di ingin kan, udh gitu iklan nya banyak. sebenarnya ini aplikasi buat dengar lagu apa buat nagih uang? miskin kah? udah banyak orang yg download spotify kok, banyak banget. kok malah ngelunjak? sori to say but aplikasi nya gak bagus, mendingan youtube music.",2,negatif
wajib download terutama bagi fans Barca,5,positif
gak jelas pas mau pilih lagu harus Premium dulu mana mahal lagi iya gw tau lagu nya lengkap ya tapi gak harus gini juga masa orang mau dengerin musik yang mereka mau malah di suruh Premium dulu aplikasi Rusak!,2,negatif
"Saya sudah 3 tahun pengguna spotify premium, tapi kali ini saya sedikit kecewa kenapa paket berlangganan 1 tahun kok dihilangkan ? sekarang kenapa paket premium diitung perbulanan, gaada lagi kah yang long time langsung?",2,negatif
benci banget pas baru mau dengarin lagu... harus banget premium tiba tiba... pls tolong... saya tidak suka pendapat nya ...,1,negatif
bagus bangett,5,positif
keren,5,positif
gratis background music gratis playlist,5,positif
apps nya sangat bagus👍 jadi aku rating 5 bintang⭐⭐⭐⭐⭐,5,positif
setelah selesai mendengarkan musik jadi iklan gak bisa di skip kayak mana cara skip iklan aku gak pantas kalau iklan terus,1,negatif
Bagus Bngett InI Aplikasi Spotify Cocok Buat Denger Lgu Klo Lgi Santai Bagus Bngett Deh Kukasih Bintang 5 Deh Soalnya Bagus Bngett,5,positif
spotify jelek harus bayar gaa bisa milih lagu dengan bebas kocak tolol,1,negatif
KIKIR AMPE UDAH PUSING DENGERIN SATU DOMBAA DUA DOMBA MASA 1LAGU 3 IKLAN,1,negatif
ini apk iklan . fix apk iklan gak jelas yg di dngrin iklan mulu gak jelasssssssssss,1,negatif
cocok menemani suasana saat santai,5,positif
sangat bagus sekali buat sgalanya,5,positif
banyakan iklannya wkwk,1,negatif
ok,5,positif
good app,5,positif
bagus,5,positif
"Bagus, tapi lagu nya kurang. Kok gak ada were we are (One Direction)",4,positif
aplikasi paling buruk dan tidak pantas untuk di gunakan 👿👿👿👿,1,negatif
"apk yang berguna untuk main game maupun lagi kerja,🙏👍👍",5,positif
"woyy pls lah iklan nya yang logis kek, masa ganti 1 lagu bisa 4 iklan, mana jdi kek di paksa premium lagi. pdhl pengguna lama, ini apk lagu atau iklan dh",2,negatif
bagus bisa mode bsk Gared,5,positif
"iklan Mulu kikir, skip doang dilimit 6 x perhari",1,negatif
apasiii ini padahal nyalain data tapi katanya of,1,negatif
Hai min sudah tidak adakah paket harian / mingguan trims,4,positif
"ini kok saya iklan nya 4 ya setiap ganti lagu-_-, mana lama banget lagi iklan nya, kalo dari yang lain ini best, hampir semua lagu ada",5,positif
"bagus sih, cuman ya boikot",4,positif
tolong benerin sofwaremu karna aku gabisa nyambungin lagunya ke twsku padahal untuk buku youtube bisa tapi dengan spotify kan bodoh,1,negatif
bagus bngt,5,positif
aplikasi bagus dan tidak ada virus,5,positif
kikir parah boz.. mau berangkat haji kayaknya,1,negatif
"bagus banget mantap gacor aku suka aplikasi ini, love",5,positif
aplikasi musik terbaik karna lagunya sesuai selera saya,5,positif
musiknya enak banget buat main game,5,positif
app ny bagus,1,negatif
Spotify sangat baik bagi saya. dan saya terhibur.😃👌💯💯💯💯💯💯💯💯💯💯💯,5,positif
"sebelumnya saya lagi dengerin musik trs gak muncul lirik biasanya muncul naahh saya nyoba liat harga premium tapi gak bisa di akses katanya lagi error naahh saya nyoba laah hapus dulu aplikasinya terus mau nyoba bikin akun baru lagi tapi kok saya gak bisa masuk yaa katanya terjadi kesalahan pada jaringan loohh padahal barusan pas saya instal aplikasi nya cepet banget prosesnya kenapa pas mau di buka gak bisa jaringan dari tadi stabil,kenapa yaaa!!!",1,negatif
sangat senang sekali,5,positif
"banyak iklan, dikit² juga harus premium. bukannya bikin naik mood malah sebaliknya, terlalu maksa premium",1,negatif
"APLIKASI KIKIR,MAKAN TUH IKLAN",1,negatif
gila Spotify hidup guee,5,positif
"kebelet naik haji apa gimana, baru 2 lagu langsung iklan. ga cuma sekali, ini udah berkali kali. mikir dikit gw tuh mau dengerin lagu bukan iklan",5,positif
bisa melihat lirik yang benar Spotify terbagus 👍👍,5,positif
mantap,5,positif
❤️,5,positif
okkeeee,5,positif
bagus,5,positif
pilihan musik banyak dan suaranya sangat jernih,5,positif
sangat bagus,5,positif
bagus enak di bawa tidur,5,positif
"dikit dikit bayar, masa putar lagu doang bayar jirr, mikir kids gimana mau banyak peminatnya bangke emangg",1,negatif
"FULL IKLAN DARI 2 SAMPAI 3 BESOK 5 ATAU 20, SIAPA PREMIUM DIA KALAH",1,negatif
"bagus banget aplikasi nya, aku suka bangett 👍👍",5,positif
cara masuk susah ribet yang lebih mudah ke,1,negatif
"sangat keren, lagu nya sangat jelas/nyaman untuk di dengar, tetapi terkadang iklan dan ga bisa dipercepat",4,positif
"kikir, apa apa iklan",1,negatif
bagus sekali,5,positif
bagus bangettt,5,positif
keep performance stability,5,positif
baguss bangett,5,positif
"baru saja dengar satu lagu udah iklan aja,iklannya dulu cuma satu,eh sekarang malah dua atau tiga iklan sekaligus,udahlah gitu kadang iklan podcast horor kadang ngagetin/nakutin apalagi kalau lagi sendiri",2,negatif
makin banyak iklannya,2,negatif
"kembalikan opsi ""yang baru"" ketika meng-klik bagian profil agar bisa melihat musik terbaru dari artis yang saya ikuti",5,positif
Alhamdulillah semoga bermanfaat,4,positif
oke,4,positif
Ini aplikasi beneran bisa buat temen di perjalanan...,5,positif
mantab,5,positif
banyak iklan but ok,3,netral
keren lagi laginya,5,positif
okey Joss Mantab Cihuy Ahahay syalalalalla weka weka sip Alus apik bagus dll,5,positif
ok bgt,5,positif
bintang lima,5,positif
lagunya ada semua,5,positif
aplikasi yg sangat bagus lagu laguny kumplit dan lancar jaya.,5,positif
mantap bisa dengar lagu meski harus ada paket,5,positif
bagus,5,positif
terlalu bnyak iklan skrang. pretvlah,3,netral
"kebanyakan fitur yg harus premium, mau cepet naik haji ya?",1,negatif
banyak lagu yg saya ingin dengar ada di spotify,5,positif
bagus bgt enak buat didengerin,5,positif
aplikasi yang membantu,5,positif
iklan nya bnyak bnget,1,negatif
lagu nya bagus,5,positif
"saya kasih bintang lima aga terbaca banyak org.saya dulunya suka sama no Spotify tapi karna iklan nya makin banyak,disuruh premium saya semakin malas membuka aplikasi nya.",5,positif
Tq spotify yg selalu menemani sambil sruput kopi,5,positif
aplikasinya bagus aku suka,5,positif
"aplikasi sampah ini sudah tidak menciptakan lagu, tapi pas orang mau dengar dipaksa upgrade premium",1,negatif
harus coba premium.enak bangett,5,positif
-1 kikir🥴,4,positif
"JUJUR JANGGAL, iklannya luamaaaa powuoll, ters kadng pas dipake di latar belakang (lagi main ml) suka mati lagoenya. positif nya adalah, anda bisa mendengar lagu kapanpun dan dimanapun😛✌️",4,positif
Mayan Bisa Dengerin pas Lagi bosen,5,positif
"makin di update, makin lama menjadi jadi, aku keluar di wa sambil dengerin Spotify, langsung hilang 🙄,burikkkkkkkkkk",1,negatif
IKLAN LU BANYAK BANGETTTTT,1,negatif
suka,5,positif
"pdhl aku ga bisa idup tanpa musik, dlu sempet rajin beli premium, pas udh gratis jdinya ga banget capek sama iklan bejibun",1,negatif
